1.543559312627196505e+02,1.896584657748578151e-01
1.502823140733661660e+02,6.691556047203056634e-01
1.819062160328900006e+02,7.542303396054179654e-01
1.177748361766856675e+02,3.098581309500774705e-01
1.085331053945196800e+02,3.555472703068615070e-01
1.188950878381071163e+02,5.651961284908642025e-01
1.271728808508350284e+02,5.965100561642903143e-01
1.109110172768528457e+02,5.283780095681049893e-01
1.431387887568406541e+02,2.222526363160933771e-01
1.657146157787709626e+02,1.584841514443385835e-01
2.294301501420836473e+02,8.703134539900926336e-01
1.070399087497330868e+02,5.052261791731401663e-01
2.310785927955364230e+02,8.742026157225234462e-01
1.365155537851906331e+02,2.427112415815284585e-01
1.554723838140298540e+02,1.865240914941961314e-01
1.801649999467423413e+02,1.206298753891729830e-01
1.025015374382714697e+02,4.605916381480270605e-01
1.227178688564950022e+02,2.901685692249620918e-01
1.080058340229402489e+02,5.115800542809878504e-01
1.068327384328681262e+02,5.037947211068554143e-01
1.178389784494133607e+02,5.608157964102872262e-01
1.080119966128458628e+02,5.116190714123557415e-01
1.226247891009752351e+02,2.905215653451509450e-01
1.536543226183966340e+02,6.787671406307075328e-01
1.729982373778714759e+02,7.312105747869324102e-01
2.398694796244032830e+02,8.948343047223487057e-01
1.748664407288412690e+02,1.343178280184099960e-01
1.032560893345914792e+02,3.985974481208588438e-01
1.263471072428720561e+02,5.935773761343918764e-01
1.604734147265260162e+02,6.977220073840059156e-01
1.308693972775067778e+02,6.092477797718348631e-01
1.089878107730974648e+02,5.175904261607748857e-01
1.101292324840038788e+02,5.241283427550659235e-01
1.033014516002251781e+02,4.723755424661181257e-01
2.238017808868350755e+02,8.569816522688854521e-01
1.168450688041716745e+02,5.565866971951753950e-01
1.563306910408799695e+02,1.841259325110692346e-01
1.130970777075318665e+02,3.309201064259572611e-01
1.232479069725510215e+02,2.881695732980185665e-01
1.814784762503640536e+02,1.172667089103203719e-01
1.732696387146168888e+02,1.384836314293680926e-01
1.021466569950726040e+02,4.173306477220479760e-01
2.077635659081538790e+02,8.184792873773069077e-01
1.078473804031011980e+02,5.105706774977475382e-01
1.658097625963629866e+02,1.582290261623914285e-01
1.348653263311824446e+02,6.224110554457414901e-01
1.664560313162384944e+02,7.139057813528836283e-01
1.801713569099305516e+02,7.497906720180081974e-01
1.123068726888345594e+02,5.355868228054039282e-01
1.564799655893397983e+02,6.866943966350881334e-01
1.248658154706710945e+02,2.821783806602254363e-01
1.531852835306476095e+02,6.774404452069834326e-01
2.153513967521599852e+02,8.367977088950463438e-01
1.580949024905086446e+02,6.911775382763670761e-01
1.783908307943376315e+02,7.452132351050934078e-01
1.722778941088493241e+02,7.293231483846637220e-01
1.096509237274626400e+02,3.489634782259670165e-01
1.690409107594301759e+02,7.207881514099588882e-01
1.024796665485900178e+02,4.601931375193365481e-01
1.272083176619240987e+02,2.737691041621713728e-01
1.117624871048446522e+02,5.328280762534880477e-01
1.037719622856873229e+02,4.778422811674668536e-01
1.765874917201230971e+02,7.405545998929267126e-01
1.256264634969203371e+02,2.794152769559891114e-01
1.050293854655677421e+02,3.804850022541783616e-01
1.178482781518797111e+02,5.608548608850870698e-01
1.926302594063418212e+02,7.812746865493591653e-01
1.388633122975158471e+02,2.353320376015275994e-01
1.070703824377754216e+02,3.649697341230225822e-01
1.033104143699781616e+02,3.979173232861578091e-01
2.349992133225246675e+02,8.834260156045793400e-01
1.741085975023786432e+02,7.341117976780624499e-01
1.844405320051482136e+02,7.606814779080209865e-01
1.223751535579880283e+02,2.914712319984249511e-01
1.179026995790980692e+02,3.093209598933883697e-01
2.164738368296356725e+02,8.394911630399872760e-01
1.678671866187825117e+02,1.527335355659777960e-01
1.085803740141982416e+02,3.552593021698811082e-01
1.206508632900739144e+02,5.722494011441937589e-01
2.033553504366297489e+02,8.077412402315230500e-01
1.990875987333280079e+02,7.972709401807706042e-01
1.076097384221486095e+02,3.613703947509078196e-01
1.476862939640012087e+02,2.087730222836807481e-01
1.121857567097209483e+02,5.349784984902300478e-01
1.276433925653070247e+02,5.981658257880796414e-01
1.426557612025200967e+02,6.466950803350854926e-01
1.484735404009560966e+02,6.639252105406108218e-01
1.120014462834869988e+02,3.363573810983265244e-01
1.235414226329890255e+02,2.870705538554594316e-01
1.947707588132010414e+02,7.865989798722425874e-01
2.087503075164861173e+02,8.208728636464853734e-01
1.646671631458448815e+02,7.091055433530784047e-01
1.428635559250241442e+02,6.473222887518526036e-01
1.403563314451946837e+02,2.307150628003334925e-01
1.116571561728971460e+02,5.322868251032173426e-01
1.507152227790369352e+02,2.000048166089311019e-01
1.478972605002431635e+02,6.622470390943990814e-01
1.558127817181542127e+02,1.855718251506869310e-01
1.277115908643465758e+02,2.719993115014845420e-01
1.046409086824047989e+02,4.864778277690212649e-01
